TargetWord,Prime,Unrelated,Length_Related,SubFreq_Related,LogSubFreq_Related,LogHAL_Related,OrthoN_Related,FreqGreater_Related,BGSum_Related,BGMean_Related,POS_Related,ELP_NT_RT_Related,ELP_N_Z_Related,ELP_NT_Acc_Related,Relation1_Related,Relation2_Related,FAS_Related,BAS_Related,CueFanOut_Related,LSA_Related,LSA_Unrelated,NT_200ms_RT_Related,NT_200ms_RT_Unrelated,NT_200ms_Z_Related,NT_200ms_Z_Unrelated,NT_200ms_Acc_Related,NT_200ms_Acc_Unrelated,NT_1200ms_RT_Related,NT_1200ms_RT_Unrelated,NT_1200ms_Z_Related,NT_1200ms_Z_Unrelated,NT_1200ms_Acc_Related,NT_1200ms_Acc,NT_200ms_RT_Priming_Related,NT_200ms_Z_Priming_Related,NT_200ms_Acc_Priming_Related,NT_1200ms_RT_Priming_Related,NT_1200ms_Z_Priming_Related,NT_1200ms_Acc_Priming_Related
feeling,EMOTION,MEANINGFUL,7,8.29,2.63,8.42,0,,14771,2461.83,NN,621.37,-0.54,1,synonym,,0.273,0.241,11,0.54,0.19,593.6666667,556.8333333,0.5808960527,0.09118179766,1,1,634.8888889,565.96,0.01563674085,0.2976124875,0.9444444444,0.96,-36.83333333,-0.4897142551,0,-68.92888889,0.2819757467,-0.01555555556
feet,HANDS,GANG,5,236.53,4.08,10.97,5,0,6805,1701.25,NN|VB,543.81,-0.77,1,category,,0.396,0.095,9,0.48,0.13,488.4444444,631.5,-0.4172442144,0.3064239617,1,0.9615384615,591.2631579,575.6538462,0.6663848233,0.2209839225,1,1,143.0555556,0.7236681761,0.03846153846,-15.60931174,-0.4454009009,0
female,SEX,GUARDIAN,3,152.18,3.89,11.09,12,2,2635,1317.5,NN|VB,606.07,-0.5,1,supraordinate,,0.145,0.042,15,0.76,0.03,555.2142857,521.44,0.3647440951,-0.0851162643,1,1,592.5,548.9666667,0.3424020532,-0.1084510073,1,0.9666666667,-33.77428571,-0.4498603594,0,-43.53333333,-0.4508530605,0.03333333333
fence,GATE,SECRETIVE,4,32.04,3.21,9.72,16,6,9190,3063.33,NN|VB,622.18,-0.51,1,perceptual property,,0.353,0.094,12,0.65,0.21,539.7619048,590.7619048,-0.006889560666,0.170026074,1,0.9523809524,523.0212766,548.0909091,-0.02721059593,0.2152316764,1,1,51,0.1769156347,0.04761904762,25.0696325,0.2424422724,0
few,MANY,GROW,4,359.43,4.26,13.07,3,0,5319,1773,JJ|NN|minor,616.8,-0.44,1,antonym,,0.425,0.465,8,0.65,0.31,532.2352941,576.7586207,-0.108015379,0.2840706283,1,1,535.8571429,548.6857143,-0.01222855876,0.3084603988,1,1,44.52332657,0.3920860073,0,12.82857143,0.3206889576,0
fiction,FACTS,FLOWER,5,27.31,3.14,10.44,1,0,4037,1009.25,NN,567.78,-0.75,1,antonym,,0.187,0,14,0.35,0.02,557.05,578.6315789,0.06151316884,0.2790962859,0.95,1,534.3888889,565.2,-0.09411771148,0.3101632009,1,1,21.58157895,0.2175831171,-0.05,30.81111111,0.4042809124,0
field,MEADOW,DISCOURAGE,6,2.27,2.07,6.73,0,,5881,1176.2,NN,649.89,-0.41,1,synonym,,0.299,0.046,16,0.28,0.08,521.8235294,579.9705882,-0.007812174865,0.444598623,1,1,582.5384615,575.5,0.6182194277,0.1254717832,1,1,58.14705882,0.4524107978,0,-7.038461538,-0.4927476445,0
fight,CONFLICT,GOOSE,8,8.71,2.65,9.74,0,,14067,2009.57,NN,633.43,-0.5,1,synonym,,0.311,0.014,15,0.2,0.1,605.7333333,546.71875,0.4377554971,0.04363048613,1,0.90625,636.1111111,544,0.3967836562,0.3183547122,1,0.9523809524,-59.01458333,-0.3941250109,0.09375,-92.11111111,-0.07842894402,0.04761904762
fighter,WARRIOR,TOOTHPASTE,7,10.12,2.71,9.3,0,,12343,2057.17,NN,610.32,-0.53,1,synonym,,0.221,0.02,13,0.35,0.04,533.2857143,621.5555556,-0.06604367233,0.1953865895,1,0.9444444444,520.1666667,562.0731707,0.04760603935,0.1023808785,1,1,88.26984127,0.2614302619,0.05555555556,41.90650407,0.05477483916,0
film,MOVIE,SLOB,5,122.96,3.8,11.02,0,,3525,881.25,NN,605.88,-0.64,1,synonym,,0.195,0.543,21,0.65,-0.03,513.75,564.05,-0.09877749293,0.1308438628,1,0.95,527.4210526,549.95,-0.2648238339,0.2335077835,1,1,50.3,0.2296213558,0.05,22.52894737,0.4983316175,0
find,DISCOVERY,SUCCESS,9,11.45,2.77,8.96,1,0,17224,2153,NN,671.71,-0.11,1,synonym,,0.306,0,13,0.24,0.24,508.1904762,540.2142857,-0.1089801484,0.09521164888,1,0.9642857143,574.75,512.4166667,0.213681642,-0.02003061282,1,1,32.02380952,0.2041917972,0.03571428571,-62.33333333,-0.2337122548,0
finger,HAND,ARTERY,4,279.65,4.15,11.73,9,1,6390,2130,NN|VB,578.19,-0.71,1,supraordinate,,0.358,0.268,16,0.61,0.13,636.25,544.173913,0.06609987419,-0.02846903507,1,0.9565217391,519.1190476,508.7307692,-0.1362884311,-0.259498273,0.9761904762,1,-92.07608696,-0.09456890926,0.04347826087,-10.38827839,-0.1232098418,-0.02380952381
finish,ACCOMPLISH,TOUCH,10,5.84,2.48,8.96,0,,13835,1537.22,VB,616.81,-0.37,1,synonym,,0.34,0,8,0.19,0.19,532.2631579,565.7575758,0.04475238835,-0.04968941785,1,1,491,524.4489796,-0.1039751184,0.1206636739,1,1,33.49441786,-0.0944418062,0,33.44897959,0.2246387923,0
finished,ACCOMPLISHED,FROSTING,12,7.53,2.59,8.85,1,0,20069,1824.45,VB|JJ,793.11,0.01,1,synonym,,0.162,0,19,0.26,0.17,546.6666667,621.35,-0.120247829,0.7072665954,1,1,597.9473684,620.2647059,0.2756825631,0.3870823093,1,1,74.68333333,0.8275144245,0,22.31733746,0.1113997462,0
fire,TORCH,DELIGHT,5,4.98,2.41,7.79,2,1,6069,1517.25,NN|VB,609.59,-0.55,1,perceptual property,,0.428,0,7,0.29,0.16,541.7586207,539.5483871,-0.1401068132,-0.2574611549,1,0.9677419355,493.1034483,539.5862069,-0.1345705326,0.08624591864,1,1,-2.210233593,-0.1173543417,0.03225806452,46.48275862,0.2208164512,0
first,ORIGINAL,STALE,8,28.24,3.16,11.74,0,,18410,2630,JJ|NN,604.89,-0.68,1,synonym,,0.3,0,18,0.39,0.17,580.9642857,517.0357143,0.03151011515,-0.1616403936,1,1,540.8484848,572.2307692,-0.02885412705,0.2978014597,1,1,-63.92857143,-0.1931505087,0,31.38228438,0.3266555867,0
fish,COD,LACE,3,2.24,2.06,9.34,16,3,3008,1504,NN,604.85,-0.4,0.93,supraordinate,,0.576,0.036,10,0.47,-0.01,587.1052632,602.8846154,0.2777330753,0.189324077,1,0.9615384615,522,563.3823529,-0.06588964337,0.00271292231,1,0.9705882353,15.77935223,-0.08840899826,0.03846153846,41.38235294,0.06860256568,0.02941176471
fishing,SINKER,MOVEMENT,6,,,,,,,,,,,,instrument,,0.171,0,20,0.36,0.06,610.7857143,542.5428571,0.5259592384,-0.01012383879,1,0.9714285714,552.7777778,678.8888889,0.2468695899,0.708373939,1,1,-68.24285714,-0.5360830771,0.02857142857,126.1111111,0.4615043491,0
fist,FIGHT,FUGITIVE,5,201.08,4.01,10.6,7,4,2429,607.25,NN|VB,581.27,-0.52,0.96,bpa,,0.088,0.362,24,0.25,0.04,550.4074074,583.0952381,0.09086525545,0.3513727272,0.8888888889,0.9523809524,569.8461538,550.1111111,0.3706593174,0.08340347746,0.9230769231,0.8888888889,32.68783069,0.2605074717,-0.06349206349,-19.73504274,-0.2872558399,0.03418803419
five,FOUR,TOYS,4,255.78,4.12,11.35,7,1,3619,1206.33,minor|NN,673.73,-0.4,0.96,category,,0.395,0.111,15,0.77,0.12,560.75,532.037037,-0.3892808221,-0.1925951639,0.95,1,484.8,528.5,0.114296626,-0.05268417632,1,1,-28.71296296,0.1966856582,-0.05,43.7,-0.1669808023,0
fix,REPAIR,EXCEL,6,8.82,2.65,9.51,1,0,8042,1608.4,NN|VB,636.26,-0.49,1,synonym,,0.64,0.193,8,0.12,0.08,506.6363636,518.3684211,-0.150623538,0.007806976527,1,1,533.4090909,504.5263158,-0.06040412922,-0.2642603283,1,1,11.73205742,0.1584305145,0,-28.88277512,-0.2038561991,0
flag,AMERICAN,SOOTHE,8,102.22,3.72,11.69,1,0,19300,2757.14,JJ|NN,577.31,-0.62,1,fpa,,0.2,0.269,19,0.3,0.01,550.8095238,520.3684211,0.115920479,0.3278622311,1,0.9473684211,567.8214286,575.2857143,0.1541394095,0.09928672042,1,1,-30.44110276,0.2119417521,0.05263157895,7.464285714,-0.05485268907,0
flakes,FROSTED,CLAM,7,0.8,1.62,5.79,1,0,15811,2635.17,VB,610.85,-0.48,1,fpa,,0.413,0.184,14,0.37,0,556,616.5454545,0.3294666734,0.7538774615,1,1,549.9705882,634,0.2000305632,0.9270061423,1,1,60.54545455,0.4244107881,0,84.02941176,0.7269755791,0
flirt,TEASE,FLIPPER,5,5.69,2.46,7.26,4,3,9693,2423.25,NN|VB,703.14,-0.19,1,category,,0.082,,21,0.31,0,612.3142857,618.175,0.5175627062,0.4375858489,1,1,587.9,582.9166667,0.6883936757,0.190824871,1,1,5.860714286,-0.07997685733,0,-4.983333333,-0.4975688046,0
float,RAFT,SCULPTURE,4,4.71,2.38,6.73,6,2,3502,1167.33,NN,575.54,-0.72,1,functional property,,0.261,0.077,17,0.33,0,556.4054054,529.2222222,0.1873720238,0.1071917829,1,1,559.4,583.55,0.1708564347,0.2513538285,1,1,-27.18318318,-0.0801802409,0,24.15,0.08049739387,0
floor,MOP,CYLINDER,3,4.14,2.33,6.58,12,10,1715,857.5,NN|VB,559.71,-0.68,1,instrument,,0.244,0.043,13,0.17,0,537.9642857,534.3684211,0.0115567392,0.1204468052,1,1,573.8571429,576.5357143,0.5287882212,0.3121362521,1,1,-3.595864662,0.108890066,0,2.678571429,-0.216651969,0
flop,FLIP,ORGANIZE,4,14.27,2.86,8.7,6,2,3747,1249,JJ|VB|NN,557.48,-0.67,0.96,fpa,,0.144,,21,0.52,-0.01,560.6296296,537.5,0.001549819634,-0.3260910941,0.962962963,1,552,594.4473684,0.113739131,0.354460674,1,1,-23.12962963,-0.3276409137,-0.03703703704,42.44736842,0.240721543,0
florida,STATE,CLIMAX,5,107.84,3.74,12.2,7,0,14018,3504.5,NN|VB,659.25,-0.28,1,supraordinate,,0.248,0.172,15,0.31,0.04,711.2857143,603.7222222,0.8071581462,0.5155143599,1,1,532.25,596.4615385,0.1635810608,0.6189519426,1,1,-107.5634921,-0.2916437863,0,64.21153846,0.4553708817,0
flower,TULIP,PADDY,5,0.78,1.61,6.11,0,,5048,1262,NN,649.35,-0.24,1,supraordinate,,0.782,0.012,7,0.69,0.15,590.5,557.3571429,0.1391628683,0.03827934484,1,1,505.7894737,515.8333333,0.033673769,-0.05417165266,1,1,-33.14285714,-0.1008835234,0,10.04385965,-0.08784542166,0
flowers,BOUQUET,BOWLING,7,3.22,2.22,6.39,0,,4742,790.33,NN,685.4,-0.1,0.93,fpa,,0.828,0.053,3,0.47,0.01,550.7142857,579.8297872,0.2475699505,0.2467122083,0.9523809524,1,522,558.2916667,-0.00253311897,0.2911511721,1,1,29.11550152,-0.0008577422182,-0.04761904762,36.29166667,0.2936842911,0
flute,CLARINET,TALL,8,1.57,1.91,7.4,0,,18961,2708.71,NN,741.29,-0.06,0.96,category,,0.213,0.049,9,0.57,0.17,594.1052632,587.7058824,0.7777168148,0.5428674246,1,0.8823529412,593.1052632,587.15,0.545417997,0.5836531615,1,1,-6.399380805,-0.2348493902,0.1176470588,-5.955263158,0.03823516446,0
fly,AIRPLANE,WELCOME,8,10.92,2.75,8.46,0,,10550,1507.14,NN,562.19,-0.77,1,functional property,,0.32,0.076,21,0.68,0.12,580.7272727,515.6190476,-0.2254247967,-0.2699469992,1,0.9523809524,549.4285714,513.8888889,0.1549579446,-0.01941066593,1,1,-65.10822511,-0.04452220249,0.04761904762,-35.53968254,-0.1743686106,0
fog,MIST,WEEKLY,4,3.55,2.26,8.09,10,6,7696,2565.33,NN|VB,577.04,-0.68,1,,,0.5,0.17,11,0.59,-0.02,544.7619048,570.3,-0.1650468375,-0.03710298207,1,0.95,450.7857143,556.2894737,-0.1785586804,0.2092285801,1,0.9210526316,25.53809524,0.1279438554,0.05,105.5037594,0.3877872604,0.07894736842
fold,CREASE,ARIGHT,6,1.35,1.85,7.46,2,2,10636,2127.2,NN|VB,646.85,-0.36,0.96,synonym,,0.308,0.126,12,0.46,0.13,542.8387097,591.8181818,-0.1870079417,0.1542257777,1,1,530.1071429,532.9285714,0.04080261737,0.1365154781,1,1,48.97947214,0.3412337194,0,2.821428571,0.09571286078,0
folder,BINDER,SEX,6,0.76,1.6,7.53,8,2,18036,3607.2,NN,679.64,-0.24,0.93,category,,0.318,0.027,12,0.23,0,598.125,560,0.4139837125,0.1517930335,1,1,757.0588235,541.7692308,0.4287738598,0.230389585,0.9411764706,1,-38.125,-0.262190679,0,-215.2895928,-0.1983842748,-0.05882352941
follower,LEADER,FINGER,6,31.16,3.2,10.4,6,0,15045,3009,NN,645.74,-0.4,1,antonym,,0.248,0.605,22,0.13,0.12,554.8888889,585.46875,0.3995258677,0.2455484385,1,1,637.5714286,573.45,0.5411962931,0.4440084025,0.9642857143,0.95,30.57986111,-0.1539774292,0,-64.12142857,-0.09718789061,0.01428571429
food,PROVISION,KILLER,9,0.78,1.61,8.78,1,0,16366,2045.75,NN,642.87,-0.41,1,synonym,,0.142,0,15,0.07,0.13,619.0909091,525.6666667,0.4933225709,-0.2095630584,1,1,885.6,515.875,1.51596318,-0.1932281363,0.8,0.90625,-93.42424242,-0.7028856293,0,-369.725,-1.709191316,-0.10625
foot,TOE,INSTINCT,3,12.69,2.81,8.42,17,9,1512,756,NN|VB,589.89,-0.58,1,supraordinate,,0.605,0.235,7,0.67,0.11,588.75,516.6190476,-0.04754172614,-0.1397381343,1,0.9523809524,537.3076923,559.28,0.04061710748,0.2055935065,1,1,-72.13095238,-0.09219640816,0.04761904762,21.97230769,0.164976399,0
football,ARENA,CONDITIONER,5,3.63,2.27,9.29,0,,12750,3187.5,NN,645,-0.43,1,fpa,,0.219,0,20,0.32,0.02,555.75,552.9615385,0.2712382018,0.2190411719,1,1,529.6470588,581.5757576,-0.004869817317,0.05394213292,1,1,-2.788461538,-0.05219702988,0,51.92869875,0.05881195024,0
for,AGAINST,ESCALATOR,7,201.73,4.01,12.06,0,,14633,2438.83,minor,664.27,-0.31,1,antonym,,0.312,0.27,16,0.49,0.14,581.9166667,558.68,0.1041939377,0.2769160573,0.9583333333,0.96,533.6666667,556.3636364,0.001779351822,0.128503495,1,1,-23.23666667,0.1727221196,-0.001666666667,22.6969697,0.1267241432,0
force,INERTIA,INTUITION,7,0.61,1.51,7.12,0,,22247,3707.83,NN,777.65,0.13,1,unclassifed,,0.095,0,14,0.64,-0.01,565.0952381,524.9032258,0.07857212661,-0.1707810889,1,1,559.0666667,527.8,0.02903789733,-0.03797910855,1,1,-40.19201229,-0.2493532155,0,-31.26666667,-0.06701700587,0
foreign,LEGION,FIBER,6,2.47,2.1,8.41,2,1,11542,2308.4,NN,683.67,-0.19,1,bpa,,0.159,0,15,0.14,0.02,583.3,582,0.4173648412,0.413545216,0.95,1,567.7692308,541.5789474,0.5842358487,0.312701222,1,0.9473684211,-1.3,-0.003819625159,-0.05,-26.1902834,-0.2715346267,0.05263157895
foresight,HINDSIGHT,BACTERIA,9,0.9,1.67,6.84,0,,13485,1685.63,NN,708.12,-0.17,0.96,antonym,,0.163,0.124,22,-0.01,0.06,590.2647059,591.0625,0.518210309,0.5363125774,0.9705882353,0.9375,578.7307692,592.2857143,0.7258153426,0.5336567898,1,1,0.7977941176,0.01810226845,0.03308823529,13.55494505,-0.1921585529,0
forest,WILDERNESS,GANGSTER,10,3.94,2.31,8.22,0,,19800,2200,NN,707.69,-0.15,0.93,synonym,,0.264,0.013,12,0.34,-0.01,501.1428571,594.1176471,0.06136973625,0.2080588799,1,1,606.137931,542.0740741,0.1980050058,0.1983260223,1,1,92.97478992,0.1466891436,0,-64.06385696,0.0003210165806,0
forever,ALWAYS,EVEN,6,655.25,4.52,12.21,0,,4411,882.2,RB,530.7,-0.86,1,synonym,,0.378,0.27,6,0.48,0.49,530.3636364,528.6956522,-0.1959969724,0.1223585862,1,1,542.9444444,639.9166667,0.03549255429,0.3771132832,1,1,-1.66798419,0.3183555585,0,96.97222222,0.3416207289,0
forgive,REPENTANCE,DAWN,10,0.61,1.51,6.47,0,,22103,2455.89,NN,774.48,0.39,0.92,unclassifed,,0.195,0,20,0.42,0.16,617.0952381,596.877551,0.6441225077,0.3268905408,1,1,589.5833333,551.6,0.1591433438,0.176429645,0.9583333333,1,-20.21768707,-0.3172319669,0,-37.98333333,0.01728630119,-0.04166666667
fork,KNIFE,ROUGH,5,46.8,3.38,8.87,0,,2697,674.25,NN|VB,588.92,-0.48,1,category,,0.327,0.37,13,0.34,0.15,600.65,587.8703704,0.5708833518,0.07699750697,1,1,506.6666667,528.1851852,-0.003887825263,0.046629955,1,1,-12.77962963,-0.4938858448,0,21.51851852,0.05051778026,0
fortune,FAME,RAYS,4,8.65,2.65,8.71,14,8,3114,1038,NN,640.26,-0.4,1,fpa,,0.487,0.042,13,0.55,0.01,531.5277778,571.75,0.02443995931,-0.1648338753,0.9444444444,0.9583333333,502.75,625.9210526,0.08913965376,0.3167968329,1,1,40.22222222,-0.1892738347,-0.01388888889,123.1710526,0.2276571792,0
forward,ADVANCE,LIVER,7,15.98,2.91,11.28,0,,8102,1350.33,NN|VB,587.13,-0.67,1,synonym,,0.23,0,21,0.29,0.03,558.5789474,554.28125,0.216578548,0.2750409048,1,1,525.9444444,533.1481481,0.199840684,0.01365896035,1,1,-4.297697368,0.05846235687,0,7.203703704,-0.1861817237,0
found,LOST,PEDAL,4,274,4.15,11.27,12,5,5879,1959.67,VB|JJ|NN,554.33,-0.82,1,antonym,,0.747,0.813,6,0.41,0.05,503.5185185,508.3448276,-0.2721018219,-0.2637864642,1,1,536.9038462,462.6923077,-0.215474117,-0.4971810353,1,1,4.826309068,0.008315357625,0,-74.21153846,-0.2817069184,0
four,THREE,CAMPING,5,542.24,4.44,12.01,1,0,6985,1746.25,minor|NN,594.41,-0.51,1,category,,0.381,0.105,12,0.76,0.14,523.0714286,576.6363636,-0.1572704386,0.1425508484,1,1,511.6896552,675,-0.1967045673,0.5378549508,1,0.8918918919,53.56493506,0.299821287,0,163.3103448,0.7345595181,0.1081081081
fox,SLY,DIG,3,2.67,2.14,7.02,8,6,1974,987,JJ|RB,629.81,-0.42,1,,,0.247,0.053,12,0.2,0.29,558.25,521.1,0.003538314391,-0.2226283149,1,1,532.5806452,464.8928571,-0.1313629766,-0.482849978,1,1,-37.15,-0.2261666293,0,-67.68778802,-0.3514870014,0
fragile,DELICATE,SALAD,8,9.51,2.69,7.94,1,0,19754,2822,JJ,703.38,-0.08,0.96,synonym,,0.286,0.111,22,0.43,0.02,559.483871,589.804878,0.140754432,0.4589310929,1,0.9756097561,563.9230769,592.4761905,0.2727312795,0.3292160815,0.9615384615,1,30.32100708,0.3181766609,0.0243902439,28.55311355,0.05648480199,-0.03846153846
frame,PICTURE,FILE,7,138.45,3.85,10.75,0,,10887,1814.5,NN|VB,591.21,-0.54,1,fpa,,0.316,0.811,11,0.16,0.01,554.6969697,576.7142857,0.08896506832,0.2835994043,1,1,506.8947368,562.8974359,-0.06331772885,0.2424828187,1,1,22.01731602,0.194634336,0,56.00269906,0.3058005475,0
france,PARIS,TYPIST,5,69.24,3.55,9.59,2,1,9696,2424,NN,593.11,-0.67,1,fpa,,0.459,0.281,15,0.73,-0.01,578.5952381,601.56,0.1708131519,0.5531090857,0.9761904762,0.96,564.6315789,571.36,0.224713871,0.2971050186,1,1,22.9647619,0.3822959338,0.01619047619,6.728421053,0.07239114767,0
frankenstein,MONSTER,CHOICE,7,38.86,3.3,9.66,1,0,21548,3591.33,NN,602.5,-0.59,1,supraordinate,,0.133,0.559,22,0.2,0.03,692.0909091,647.0769231,0.6641676003,1.048223785,1,1,600,607.44,0.3680515042,0.8559433867,1,0.96,-45.01398601,0.3840561851,0,7.44,0.4878918825,0.04
fraternity,GREEK,BOUQUET,5,11.33,2.76,9.9,4,1,6224,1556,NN|JJ,616.41,-0.46,1,fpa,,0.182,0.021,19,0.05,0.07,663.3888889,661.1176471,0.5674545109,0.9870720186,0.9444444444,0.9411764706,655.5416667,665.0714286,1.247630072,1.087868504,0.9583333333,0.9285714286,-2.27124183,0.4196175077,0.003267973856,9.529761905,-0.1597615673,0.02976190476
freedom,LIBERTY,DETACH,7,16.65,2.93,9.75,0,,11867,1977.83,NN,649.74,-0.36,1,synonym,,0.352,0.099,8,0.7,0.06,558.952381,588.5681818,0.340434456,0.3051969479,1,1,646.1052632,522.8076923,0.4663035181,0.1393138256,1,1,29.61580087,-0.0352375081,0,-123.2975709,-0.3269896925,0
friend,TRUSTWORTHY,FAST,11,1.84,1.98,7.06,0,,13164,1316.4,JJ,663.34,-0.2,1,unclassifed,,0.23,0,16,0.13,0.19,566.55,596.4285714,0.1300800734,0.1700353592,1,1,601.1,562.5263158,0.2054546292,0.09806289181,1,1,29.87857143,0.03995528586,0,-38.57368421,-0.1073917374,0
fries,FRENCH,CHAIRPERSON,6,69.43,3.55,10.51,3,0,11651,2330.2,JJ|NN,601.93,-0.52,1,fpa,,0.214,0,17,0.29,-0.02,573.0357143,571,-0.09368407226,0.1083565342,1,0.962962963,479.9210526,569.0714286,-0.2826358007,0.1517320108,1,1,-2.035714286,0.2020406065,0.03703703704,89.15037594,0.4343678115,0
fright,SCARE,POLYESTER,5,33.57,3.23,8.36,9,5,10187,2546.75,VB|NN,680.61,-0.27,1,synonym,,0.464,0.636,11,0.23,-0.02,598.3157895,599.36,0.4394883057,0.7686382013,1,0.92,626,578.7142857,0.2294418299,0.2391605112,1,1,1.044210526,0.3291498956,0.08,-47.28571429,0.009718681312,0
frightened,SCARED,BAGGAGE,6,133.39,3.83,8.95,7,1,14672,2934.4,VB|JJ,747.33,0.08,0.92,synonym,,0.315,0.784,12,0.52,0.24,551.9166667,578.0869565,0.1936156001,0.1639503801,1,1,558.0645161,609.8823529,0.1002981533,0.6051897635,1,1,26.17028986,-0.02966521998,0,51.81783681,0.5048916101,0
frog,TOAD,INNOCENCE,4,5.69,2.46,7.43,5,4,2837,945.67,NN,606.5,-0.51,1,category,,0.828,0.263,4,0.87,0.02,563.5714286,542.12,-0.124541503,0.04485134361,1,1,522.7083333,606.0384615,-0.1680891525,0.2925181066,1,1,-21.45142857,0.1693928467,0,83.33012821,0.4606072591,0
front,SIDE,WEEKEND,4,200.92,4.01,11.63,10,1,5145,1715,NN|VB|JJ,620.07,-0.45,0.96,bpa,,0.201,0,19,0.48,0.29,517.1851852,566.5652174,-0.1953479255,0.2817091551,1,1,561.1428571,547.5,-0.2578823363,-0.08089258389,1,1,49.38003221,0.4770570806,0,-13.64285714,0.1769897524,0
fruit,BANANA,EVER,6,10.73,2.74,7.97,0,,10597,2119.4,NN,642.89,-0.58,1,supraordinate,,0.215,0.065,13,0.53,0.2,548.6944444,570.56,0.06555562584,0.1827028983,1,1,657.7916667,597.2857143,0.6736445409,0.1705867811,1,1,21.86555556,0.1171472725,0,-60.50595238,-0.5030577598,0
fudge,TOPPING,HOUR,7,0.88,1.66,6.6,6,3,14258,2376.33,VB|NN,590.46,-0.54,1,supraordinate,,0.116,0,24,0.13,0.08,552.9285714,556.6923077,-0.2139384747,0.04317660559,1,1,582,552.75,0.2096161147,0.2388584921,1,1,3.763736264,0.2571150803,0,-29.25,0.02924237738,0
full,CAPACITY,NONE,8,8.1,2.62,9.69,0,,9103,1300.43,NN,695.81,-0.15,0.96,synonym,,0.2,0.013,23,0.24,0.45,532.96,551.8684211,0.1138559284,0.1149620703,1,0.9736842105,556.6153846,615.0625,0.05783153823,0.2192222495,1,0.9583333333,18.90842105,0.001106141914,0.02631578947,58.44711538,0.1613907113,0.04166666667
fun,WEEKEND,CON,7,61.14,3.49,10.09,0,,7894,1315.67,NN,581.56,-0.66,0.96,unclassifed,,0.235,0,19,0.37,0.12,540.030303,481.7058824,-0.08193764451,-0.3296682409,0.9696969697,1,545.6060606,525.9285714,-0.0538567652,-0.0006845723546,1,1,-58.32442068,-0.2477305964,-0.0303030303,-19.67748918,0.05317219285,0
fungus,BACTERIA,TEAR,8,3.04,2.19,8.44,0,,17931,2561.57,NN,608.61,-0.48,1,supraordinate,,0.141,0.042,19,0.64,0.04,610.6666667,576.6923077,0.01264962325,0.07474890502,0.9259259259,1,558.1,546.8205128,0.1433021929,0.05114965389,1,0.9743589744,-33.97435897,0.06209928177,-0.07407407407,-11.27948718,-0.09215253903,0.02564102564
funny,CLOWN,DOOR,5,15.82,2.91,7.92,3,2,2899,724.75,NN,636.37,-0.41,1,functional property,,0.325,0.027,11,0.5,0.19,603.0769231,507.3636364,0.2557659527,-0.3531722435,1,1,533.5757576,582.8333333,0.06143297273,0.1038848927,1,1,-95.71328671,-0.6089381962,0,49.25757576,0.04245192001,0
furniture,PATIO,PIMPLE,5,2.61,2.13,6.55,1,1,12564,3141,NN,611.46,-0.39,0.97,fpa,,0.255,0,18,0.18,-0.05,686.7857143,598.8444444,0.5691854585,0.6070822299,1,0.9555555556,520.7,587.09375,0.3383407797,0.8119510136,1,1,-87.94126984,0.03789677143,0.04444444444,66.39375,0.4736102339,0
future,DESTINY,BOUNTY,7,23.04,3.07,8.44,1,0,22483,3747.17,NN,628.82,-0.47,1,unclassifed,,0.221,0,15,0.21,0.1,562.3571429,705.5238095,0.3570863656,1.19388153,1,0.9523809524,677.9333333,604.75,0.88148072,0.5533497687,1,1,143.1666667,0.8367951645,0.04761904762,-73.18333333,-0.3281309512,0
gain,LOSS,BUCK,4,29.12,3.17,10.31,13,4,3885,1295,NN,606.63,-0.56,1,antonym,,0.23,0.039,14,0.35,0.02,531.6111111,581.0731707,-0.141532149,-0.1200649491,1,0.9512195122,511.3076923,505.6190476,-0.2375290187,-0.0394332642,1,1,49.46205962,0.02146719989,0.0487804878,-5.688644689,0.1980957545,0
gamble,BET,RUB,3,171.82,3.94,10.31,17,9,2212,1106,NN|VB,571.12,-0.7,1,synonym,,0.345,0.16,10,0.1,0.01,501.7037037,593.8787879,-0.1674866947,0.2480364034,0.962962963,1,509.2307692,608.5483871,0.3004110027,0.2962926848,1,1,92.17508418,0.4155230982,-0.03703703704,99.31761787,-0.004118317884,0
game,DICE,POLE,4,10.45,2.73,9.61,10,3,5801,1933.67,NN,590.07,-0.63,1,,,0.221,0,23,0.46,0.01,563.1904762,519.8148148,-0.008350589661,-0.09806322878,1,1,473.4705882,537.7575758,-0.4683607768,-0.09088545611,1,1,-43.37566138,-0.08971263912,0,64.28698752,0.3774753207,0
gander,GOOSE,SEEM,5,13.04,2.82,7.49,3,2,4163,1040.75,NN,627.65,-0.45,0.96,category,,0.267,0.46,11,0.61,0.04,638.5294118,664.3888889,0.3198404392,0.7997414019,0.9411764706,0.9444444444,585.1428571,650.1935484,0.4062242041,0.8532798703,0.9523809524,0.9677419355,25.85947712,0.4799009627,-0.003267973856,65.05069124,0.4470556661,-0.0153609831
garbage,DUMP,ADVANCE,4,28.82,3.17,9.22,8,3,1867,622.33,VB|NN,576.64,-0.7,1,bpa,,0.326,0,9,0.85,0,509.969697,511.6538462,-0.2449600067,-0.3197580274,1,1,531.5714286,507.7714286,-0.07216066645,-0.1022511418,1,1,1.684149184,-0.07479802067,0,-23.8,-0.0300904754,0
